"Relative Time (Process)","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts__MAX"
"13816.607912993","35.463","35.463","35.463","49.443","49.443","49.443","169.813","169.813","169.813","100.883","100.883","100.883"
"13831.780510906","39.015","39.015","39.015","40.787","40.787","40.787","210.945","210.945","210.945","144.484","144.484","144.484"
"13845.563796591","30.733","30.733","30.733","39.996","39.996","39.996","99.393","99.393","99.393","207.676","207.676","207.676"
"13860.551364532","30.331","30.331","30.331","51.023","51.023","51.023","128.319","128.319","128.319","138.818","138.818","138.818"
"13876.9065563","30.745","30.745","30.745","41.069","41.069","41.069","103.832","103.832","103.832","112.023","112.023","112.023"
"13890.556910967","30.636","30.636","30.636","45.507","45.507","45.507","190.684","190.684","190.684","149.734","149.734","149.734"
"13906.879317407","30.842","30.842","30.842","45.797","45.797","45.797","108.525","108.525","108.525","102.554","102.554","102.554"
"13920.549884235","30.429","30.429","30.429","38.112","38.112","38.112","85.504","85.504","85.504","98.908","98.908","98.908"
"13935.558963062","30.939","30.939","30.939","45.604","45.604","45.604","200.867","200.867","200.867","148.796","148.796","148.796"
"13950.551891745","30.842","30.842","30.842","53.685","53.685","53.685","56.642","56.642","56.642","253.215","253.215","253.215"
"13965.553232","30.331","30.331","30.331","41.772","41.772","41.772","85.186","85.186","85.186","144.235","144.235","144.235"
"13981.89726247","41.483","41.483","41.483","41.176","41.176","41.176","92.142","92.142","92.142","142.429","142.429","142.429"
"13995.549456285","30.44","30.44","30.44","38.513","38.513","38.513","94.485","94.485","94.485","205.867","205.867","205.867"
"14010.548587579","30.44","30.44","30.44","51.12","51.12","51.12","87.937","87.937","87.937","221.911","221.911","221.911"
"14025.557863786","30.744","30.744","30.744","53.089","53.089","53.089","196.621","196.621","196.621","124.033","124.033","124.033"
"14040.54959889","47.378","47.378","47.378","48.653","48.653","48.653","128.747","128.747","128.747","109.005","109.005","109.005"
"14055.549521176","30.538","30.538","30.538","53.283","53.283","53.283","96.234","96.234","96.234","89.522","89.522","89.522"
"14070.556276286","30.343","30.343","30.343","43.244","43.244","43.244","108.78","108.78","108.78","100.689","100.689","100.689"
"14085.557577058","30.647","30.647","30.647","52.299","52.299","52.299","105.829","105.829","105.829","174.334","174.334","174.334"
"14100.562630266","30.234","30.234","30.234","38.319","38.319","38.319","113.518","113.518","113.518","83.143","83.143","83.143"
"14115.550926351","43.732","43.732","43.732","39.401","39.401","39.401","215.79","215.79","215.79","235.44","235.44","235.44"
"14130.55059374","30.429","30.429","30.429","39.498","39.498","39.498","154.74","154.74","154.74","170.698","170.698","170.698"
"14145.549943153","49.832","49.832","49.832","53.283","53.283","53.283","119.691","119.691","119.691","181.547","181.547","181.547"
"14160.552429207","50.021","50.021","50.021","52.992","52.992","52.992","104.285","104.285","104.285","192.162","192.162","192.162"
"14175.551246611","40.292","40.292","40.292","42.757","42.757","42.757","184.12","184.12","184.12","105.693","105.693","105.693"
"14190.554803935","35.356","35.356","35.356","38.015","38.015","38.015","185.446","185.446","185.446","90.904","90.904","90.904"
"14205.557913578","35.463","35.463","35.463","38.112","38.112","38.112","213.358","213.358","213.358","172.002","172.002","172.002"
"14220.558371439","35.462","35.462","35.462","38.112","38.112","38.112","167.739","167.739","167.739","144.474","144.474","144.474"
"14235.551794639","46.577","46.577","46.577","43.331","43.331","43.331","102.615","102.615","102.615","210.623","210.623","210.623"
"14250.554389026","49.54","49.54","49.54","52.992","52.992","52.992","196.781","196.781","196.781","171.022","171.022","171.022"
"14265.562526558","35.365","35.365","35.365","38.914","38.914","38.914","204.862","204.862","204.862","174.701","174.701","174.701"
"14280.55137021","35.366","35.366","35.366","40.58","40.58","40.58","196.776","196.776","196.776","87.06","87.06","87.06"
"14295.553669755","37.241","37.241","37.241","37.82","37.82","37.82","147.108","147.108","147.108","227.081","227.081","227.081"
"14310.551089429","44.231","44.231","44.231","37.917","37.917","37.917","176.898","176.898","176.898","139.75","139.75","139.75"
"14325.553207032","43.344","43.344","43.344","49.334","49.334","49.334","126.73","126.73","126.73","211.344","211.344","211.344"
"14340.545788994","49.638","49.638","49.638","53.283","53.283","53.283","171.003","171.003","171.003","239.128","239.128","239.128"
"14355.554064675","47.669","47.669","47.669","39.498","39.498","39.498","205.973","205.973","205.973","141.331","141.331","141.331"
"14370.549658235","46.102","46.102","46.102","49.237","49.237","49.237","78.681","78.681","78.681","198.424","198.424","198.424"
"14385.546420967","35.572","35.572","35.572","42.941","42.941","42.941","230.818","230.818","230.818","78.716","78.716","78.716"
"14400.546691787","35.56","35.56","35.56","38.415","38.415","38.415","185.746","185.746","185.746","165.363","165.363","165.363"
"14415.548165012","50.034","50.034","50.034","53.669","53.669","53.669","196.709","196.709","196.709","234.454","234.454","234.454"
"14430.622509673","50.136","50.136","50.136","41.945","41.945","41.945","93.021","93.021","93.021","189.263","189.263","189.263"
"14445.611944835","35.758","35.758","35.758","43.537","43.537","43.537","81.08","81.08","81.08","213.356","213.356","213.356"
"14460.547997936","40.888","40.888","40.888","38.221","38.221","38.221","80.39","80.39","80.39","217.067","217.067","217.067"
"14475.546020781","49.929","49.929","49.929","39.792","39.792","39.792","206.234","206.234","206.234","101.864","101.864","101.864"
"14490.584828023","48.653","48.653","48.653","53.843","53.843","53.843","210.092","210.092","210.092","121.722","121.722","121.722"
"14505.61670503","41.084","41.084","41.084","38.015","38.015","38.015","160.004","160.004","160.004","234.373","234.373","234.373"
"14520.666585858","49.443","49.443","49.443","53.268","53.268","53.268","188.576","188.576","188.576","253.196","253.196","253.196"
"14535.602663555","50.026","50.026","50.026","50.913","50.913","50.913","176.979","176.979","176.979","176.821","176.821","176.821"
"14550.611039925","38.507","38.507","38.507","45.3","45.3","45.3","190.991","190.991","190.991","123.484","123.484","123.484"
"14565.818330082","50.026","50.026","50.026","50.719","50.719","50.719","191.853","191.853","191.853","122.756","122.756","122.756"
"14580.91933215","50.616","50.616","50.616","53.378","53.378","53.378","93.073","93.073","93.073","155.569","155.569","155.569"
"14595.953120852","35.463","35.463","35.463","41.956","41.956","41.956","155.364","155.364","155.364","147.856","147.856","147.856"
"14611.067176919","35.56","35.56","35.56","38.623","38.623","38.623","153.027","153.027","153.027","228.567","228.567","228.567"
"14625.96463636","35.463","35.463","35.463","39.304","39.304","39.304","117.457","117.457","117.457","123.688","123.688","123.688"
"14640.943878308","47.567","47.567","47.567","51.689","51.689","51.689","173.402","173.402","173.402","216.337","216.337","216.337"
"14656.035291486","40.596","40.596","40.596","41.383","41.383","41.383","188.828","188.828","188.828","159.479","159.479","159.479"
"14671.120254779","35.463","35.463","35.463","41.286","41.286","41.286","115.233","115.233","115.233","221.691","221.691","221.691"
"14686.090103473","49.237","49.237","49.237","38.613","38.613","38.613","77.736","77.736","77.736","120.827","120.827","120.827"
"14701.374007704","37.152","37.152","37.152","41.189","41.189","41.189","166.531","166.531","166.531","155.268","155.268","155.268"
"14716.494986482","39.113","39.113","39.113","41.189","41.189","41.189","237.514","237.514","237.514","81.774","81.774","81.774"
"14731.584878798","38.919","38.919","38.919","41.079","41.079","41.079","120.346","120.346","120.346","92.355","92.355","92.355"
"14746.698589277","38.919","38.919","38.919","41.383","41.383","41.383","96.513","96.513","96.513","255.336","255.336","255.336"
"14761.633989825","38.919","38.919","38.919","41.276","41.276","41.276","141.512","141.512","141.512","162.476","162.476","162.476"
"14776.678706719","35.268","35.268","35.268","41.276","41.276","41.276","193.485","193.485","193.485","226.762","226.762","226.762"
"14791.6220286","33.505","33.505","33.505","41.373","41.373","41.373","88.104","88.104","88.104","101.991","101.991","101.991"
"14806.572584576","37.339","37.339","37.339","38.721","38.721","38.721","113.125","113.125","113.125","68.195","68.195","68.195"
"14821.662754132","39.113","39.113","39.113","41.286","41.286","41.286","160.822","160.822","160.822","183.978","183.978","183.978"
"14836.750048156","35.268","35.268","35.268","41.189","41.189","41.189","192.385","192.385","192.385","202.925","202.925","202.925"
"14851.738371723","38.226","38.226","38.226","38.623","38.623","38.623","87.439","87.439","87.439","95.894","95.894","95.894"
